File Name,Word Count
Mission Impossible - Rogue Nation.txt,11032
Brooklyn.txt,11843
Spectre.txt,8390
Minions.txt,6001
Jurassic World.txt,8965
Spotlight.txt,18433
Inside Out.txt,12498
Mad Max Fury Road.txt,5133
The Revenant.txt,6856
The Martian.txt,13351
Star Wars Episode VII - The Force Awakens.txt,8173
The Dark Knight Rises.txt,15793
Life of Pi.txt,5626
Amour.txt,7809
Silver Linings Playbook.txt,21314
Zero Dark Thirty.txt,13643
Ice Age Continental Drift.txt,8656
The Hobbit An Unexpected Journey.txt,11613
Skyfall.txt,7833
The Hunger Games.txt,8948
The Amazing Spider-Man.txt,14854
Les Misérables.txt,14596
Argo.txt,11075
Lincoln.txt,18290
Madagascar 3 Europe's Most Wanted.txt,14803
Beasts of the Southern Wild.txt,4436
The Twilight Saga Breaking Dawn - Part 2.txt,6469
The Avengers.txt,11468
Django Unchained.txt,16518
Men in Black3.txt,11532
Dangerous Liaisons.txt,11646
Who Framed Roger Rabbit.txt,11206
Rain Man.txt,19086
Big.txt,11248
Coming To America.txt,10888
The Accidental Tourist.txt,10629
Cocktail.txt,11003
A Fish Called Wanda.txt,11331
Die Hard.txt,11384
Working Girl.txt,12702
Crocodile Dundee II.txt,7652
Rambo III.txt,4300
Mississippi Burning.txt,10327
Twins.txt,12901
The Cannonball Run.txt,11505
On Golden Pond.txt,12673
Time Bandits.txt,12521
Chariots of Fire.txt,10075
The Four Seasons.txt,16283
Reds.txt,28290
Stripes.txt,13115
Raiders of The Lost Ark.txt,6961
For Your Eyes Only.txt,6377
Arthur.txt,13236
Atlantic City.txt,9460
Porky's.txt,14501
Superman II.txt,8757
Barry Lyndon.txt,16183
Funny Lady.txt,13953
The Rocky Horror Picture Show.txt,5536
Jaws.txt,11687
The Return of the Pink Panther.txt,8487
Dog Day Afternoon.txt,15769
Nashville.txt,20817
One Flew Over The Cuckoo's Nest.txt,15742
Shampoo.txt,13472
Three Days of the Condor.txt,8750
Tommy.txt,459
The Other Side of the Mountain.txt,10436
Deep Throat (1972).txt,3273
The Getaway.txt,6203
Cabaret.txt,10790
Deliverance.txt,6506
The Emigrants.txt,10926
Lady Sings the Blues.txt,15187
Sounder.txt,10279
"What's Up, Doc?.txt",11708
The Godfather Part I.txt,12789
Jeremiah Johnson.txt,4520
Brothers of the Wind.txt,2616
The Poseidon Adventure.txt,11167
Ferris Buellers Day Off.txt,10794
Platoon.txt,10586
Star Trek IV.txt,11405
Aliens.txt,14375
The Golden Child.txt,6031
Ruthless People.txt,10561
Children of a Lesser God.txt,4082
The Mission.txt,4026
Hannah and Her Sisters.txt,17778
Back to School.txt,13574
The Karate Kid Part II.txt,8534
Top Gun.txt,8467
Crocodile Dundee.txt,7886
The Witches of Eastwick.txt,9504
Beverly Hills Cop II.txt,12199
Lethal Weapon.txt,9453
The Untouchables.txt,9926
"Good Morning, Vietnam.txt",21618
The Last Emperor.txt,8138
Broadcast News.txt,13248
Moonstruck.txt,10163
Hope and Glory.txt,11075
Three Men and a Baby.txt,14966
Stakeout.txt,13299
The Secret of My Success.txt,13260
Fatal Attraction.txt,10601
Live and Let Die.txt,8010
The Way We Were.txt,10449
Paper Moon.txt,15110
Last Tango in Paris.txt,11011
Papillon.txt,7739
The Exorcist.txt,11424
Serpico.txt,14165
American Graffiti.txt,14491
Cries and Whispers.txt,3354
The Sting.txt,14055
A touch of class.txt,12947
Magnum Force.txt,8841
Airport 1975.txt,10075
The Trial of Billy Jack.txt,19010
The Towering Inferno.txt,11285
Death Wish.txt,7996
The Godfather Part II.txt,12789
Young Frankenstein.txt,8055
The Longest Yard.txt,11877
The Conversation.txt,7500
Blazing Saddles.txt,8815
Earthquake.txt,14042
Chinatown.txt,13214
Lenny.txt,14048
The Blues Brothers.txt,11446
Any Which Way You Can.txt,9706
Smokey and the Bandit II.txt,13661
Private Benjamin.txt,10445
9 to 5.txt,14013
Raging Bull.txt,19866
The Elephant Man.txt,8358
The Blue Lagoon.txt,4813
Airplane!.txt,9017
Coal Miner's Daughter.txt,15298
Stir Crazy.txt,10741
Ordinary People.txt,14089
The Empire Strikes Back.txt,9390
Field of Dreams.txt,10411
Indiana Jones and the Last Crusade.txt,9102
Batman.txt,9450
Look Who's Talking.txt,10370
"Honey, I Shrunk the Kids.txt",9274
Back to the Future Part II.txt,10725
Dead Poets Society.txt,15188
Born on the Fourth of July.txt,9014
The Little Mermaid.txt,6173
My Left Foot.txt,7616
Lethal Weapon 2.txt,10975
Driving Miss Daisy.txt,9717
Ghostbusters II.txt,14300
Indiscreet.txt,16095
No Time for Sergeants.txt,18616
Gigi.txt,10417
Separate Tables.txt,14337
South Pacific.txt,11660
Auntie Mame.txt,18928
Some Came Running.txt,21015
The Vikings.txt,6280
The Young Lions.txt,15986
Cat on a Hot Tin Roof.txt,15073
The Defiant Ones.txt,10034
The Inn Of The Sixth Happiness.txt,15833
The Firm.txt,15416
Indecent Proposal.txt,7750
The Remains of the Day.txt,13390
Jurassic Park.txt,9694
The Pelican Brief.txt,11735
Philadelphia.txt,9634
The Fugitive.txt,10069
Sleepless in Seattle.txt,9550
Cliffhanger.txt,9155
In the Name of the Father.txt,13386
Mrs. Doubtfire.txt,15286
Schindler's List.txt,13829
Guess Who's Coming to Dinner.txt,14181
Valley of the Dolls.txt,11490
In The Heat Of The Night.txt,10181
The Graduate.txt,11737
"To Sir,with Love.txt",9916
The Dirty Dozen.txt,15450
The Jungle Book.txt,8283
Bonnie and Clyde.txt,5894
Doctor Dolittle.txt,17655
Camelot.txt,13694
Thoroughly Modern Millie.txt,10076
You Only Live Twice.txt,7085
From the Terrace.txt,18488
Exodus.txt,21248
Spartacus.txt,15352
Psycho.txt,10786
The Apartment.txt,17354
The Sundowners.txt,16051
Sons and Lovers.txt,13232
Ocean's Eleven.txt,13949
The Alamo.txt,14934
The World of Suzie Wong.txt,13800
Butterfield.txt,11314
Elmer Gantry.txt,17999
Swiss Family Robinson.txt,12843
Speed.txt,10097
The Shawshank Redemption.txt,11308
The Mask.txt,7309
Clear and Present Danger.txt,10642
The Flintstones.txt,9956
Quiz Show.txt,21341
Four Weddings and a Funeral.txt,14067
True Lies.txt,12185
The Lion King.txt,9395
Forrest Gump.txt,13807
Interview with the Vampire.txt,6833
The Postman.txt,8392
Dumb and Dumber.txt,12032
Pulp Fiction.txt,22248
Easy Rider.txt,5916
"Goodbye,Columbus.txt",11786
Cactus Flower.txt,16663
The Love Bug.txt,12367
Paint Your Wagon.txt,12981
Z.txt,13155
True Grit.txt,15138
 Midnight Cowboy.txt,4577
"Hello,Dolly!.txt",14035
Anne of The Thousand Days.txt,16287
Butch Cassidy And The Sundance Kid.txt,7767
Bob & Carol & Ted & Alice.txt,12487
The Teahouse Of The August Moon.txt,17968
Around The World In 80 Days.txt,12233
Friendly Persuasion.txt,9810
High Society.txt,12972
War And Peace.txt,17766
The King and I.txt,13391
Giant.txt,16536
The Ten Commandments.txt,22116
Trapeze.txt,11350
The Eddy Duchin Story.txt,10873
David and Bathsheba.txt,9673
The Great Caruso.txt,10256
A Place in the Sun.txt,11103
Show Boat.txt,7714
Decision Before Dawn.txt,15408
An American in Paris.txt,10412
QUO VADIS.txt,18881
At War with the Army.txt,12115
A Streetcar Named Desire.txt,18622
African Queen.txt,9614
Thats My Boy.txt,14780
Three Little Words.txt,10904
Annie Get Your Gun.txt,12140
Cinderella.txt,7703
Born Yesterday.txt,17666
King Solomon's Mines.txt,8584
Sunset Boulevard.txt,10624
All About Eve.txt,21715
Samson and Delilah.txt,13824
Cheaper By The Dozen.txt,16811
Father of the Bride.txt,16001
Broken Arrow.txt,8476
Rosemary's Baby.txt,17032
2001-A Space Odyssey.txt,2989
Planet of the Apes.txt,8713
The Odd Couple.txt,14622
Oliver!.txt,12630
The Lion in Winter.txt,15842
Yours Mine and Ours.txt,13822
"Rachel,Rachel.txt",10022
Funny Girl.txt,13167
Romeo and Juliet.txt,11323
Bullitt.txt,6140
12 Angry Men.txt,19361
Island in the Sun.txt,14012
Raintree County.txt,14973
Pal Joey.txt,11907
The Bridge on the River Kwai Dual.txt,11792
Peyton Place.txt,19610
Sayonara.txt,16799
The Three Faces of Eve.txt,11902
A farewell to arms.txt,15058
Old Yeller.txt,8861
Gunfight At The Ok Corral.txt,12457
Witness for the Prosecution.txt,19671
Pocahontas.txt,8327
Toy Story.txt,9583
Waterworld.txt,10086
Sense and Sensibility.txt,11811
Babe.txt,7003
Jumanji.txt,8351
Batman Forever.txt,8419
Seven.txt,11636
Apollo 13.txt,13818
GoldenEye.txt,7977
Braveheart.txt,9083
Die Hard with a Vengeance.txt,19028
Casper.txt,7334
El Cid.txt,9263
King of Kings.txt,8964
Judgment at Nuremberg.txt,20127
The Hustler.txt,9391
The Parent Trap.txt,14334
Come September.txt,12578
The Guns of Navarone.txt,9129
La Dolce Vita.txt,15663
One Hundred and One Dalmatians.txt,7570
Fanny.txt,16488
The Absent-Minded Professor.txt,11488
Lover Come Back.txt,12561
North by Northwest.txt,13950
Operation Petticoat.txt,15958
Suddenly last summer.txt,15920
The Diary of Anne Frank.txt,18777
Some Like It Hot.txt,16008
Room at The Top.txt,16727
Anatomy Of A Murder.txt,29568
The Shaggy Dog.txt,12257
The Nun's story.txt,11298
Pillow Talk.txt,12136
Imitation of Life.txt,16737
Ben-Hur.txt,12068
The Professionals.txt,7195
The Russians Are Coming the Russians Are Coming.txt,11503
A Man for All Seasons.txt,13463
Georgy Girl.txt,10410
The Sand Pebbles.txt,15219
Grand Prix.txt,10937
Hawaii.txt,14271
Alfie.txt,15155
The Bible.txt,8417
Who's Afraid of Virginia Woolf?.txt,20569
Aladdin.txt,10384
Bram Stoker's Dracula.txt,8531
Basic Instinct.txt,11100
Hone Alone 2.txt,10363
A Few Good Men.txt,22167
The Bodyguard.txt,9335
Batman Returns.txt,7859
Sister Act.txt,11898
Howards End.txt,20366
The Crying Game.txt,10675
Scent Of A Woman.txt,17245
Wayne's World.txt,10493
Unforgiven.txt,10637
Lethal Weapon 3.txt,16678
The Reader.txt,7495
The Chronicles of Narnia Prince Caspian.txt,7643
Indiana Jones and the Kingdom of the Crystal Skull.txt,9192
Milk.txt,12540
Slumdog Millionaire.txt,8447
Hancock.txt,10809
Iron Man.txt,11177
WALL·E.txt,2385
Kung Fu Panda.txt,7819
Madagascar Escape 2 Africa.txt,11168
The Dark Knight.txt,17001
Frost Nixon.txt,7757
Quantum of Solace.txt,7037
Mamma Mia!.txt,8408
The Curious Case of Benjamin Button.txt,16219
Hannibal.2001.1080p.BluRay.x264-iKA.ENG.txt,11742
Shrek.txt,10005
Gosford Park.txt,17185
Moulin Rouge!.txt,10881
Planet of the Apes.txt,5988
In the Bedroom.txt,10551
Ocean's Eleven.txt,9656
The Lord of the Rings The Fellowship of the Ring.txt,13823
"Monsters, Inc..txt",11853
Pearl Harbor.txt,18878
A Beautiful Mind.txt,12003
Harry Potter and the Sorcerer's Stone.txt,11249
Jurassic Park III.txt,6266
The Mummy Returns.txt,6888
Ice Age The Meltdown.txt,6900
Superman Returns.txt,7034
Pirates of the Caribbean Dead Man's Chest.txt,10686
Cars.txt,17451
Night at the Museum.txt,11394
The Da Vinci Code.txt,14119
Mission Impossible III.txt,9593
The Queen.txt,11401
X-Men The Last Stand.txt,7235
Babel.txt,7272
Casino Royale.txt,7931
The Departed.txt,17983
Letters from Iwo Jima.txt,6287
Little Miss Sunshine.txt,10287
Happy Feet.txt,10146
National Treasure Book of Secrets.txt,14370
I Am Legend.txt,4109
Michael Clayton.txt,12913
300.txt,7607
Spider-Man 3.txt,9397
Harry Potter and the Order of the Phoenix.txt,11446
Juno.txt,10995
Atonement.txt,8391
The Simpsons Movie.txt,7565
Ratatouille.txt,11355
Pirates of the Caribbean At World's End.txt,11640
There Will Be Blood.txt,11993
Transformers.txt,17046
Shrek the Third.txt,8960
No.Country.For.Old.Men.2007.BluRay.1080p.DTS.x264.dxva-drealiT.ENG.txt,14702
Gladiator.txt,9322
Erin Brockovich.txt,14559
Chocolat.txt,6933
What Lies Beneath.txt,10454
Dinosaur.txt,4871
The Perfect Storm.txt,8723
How the Grinch Stole Christmas.txt,8305
"Crouching Tiger, Hidden Dragon.txt",8103
Cast Away.txt,6220
What Women Want.txt,18273
Mission Impossible II.txt,7914
Meet the Parents.txt,18196
X-Men.txt,0
Traffic.txt,15256
The Hangover (2009) DVDSCR-MAXSPEED www.torentz.3xforum.ro.en.txt,14159
The Twilight Saga New Moon.txt,11094
District 9.txt,11366
A Serious Man.txt,5040
The Hurt Locker.txt,10812
2012.txt,16905
An Education.txt,10777
Sherlock Holmes.txt,11983
Transformers Revenge of the Fallen.txt,18876
Up in the Air.txt,12252
Up.txt,6933
Ice Age Dawn of the Dinosaurs.txt,7063
Inglourious Basterds.txt,7776
Avatar.txt,9163
Precious Based on the Novel 'Push' by Sapphire.txt,13069
Harry Potter and the Half-Blood Prince.txt,12897
The Blind Side.txt,16206
Angels & Demons.txt,11243
"Three Billboards Outside Ebbing, Missouri.txt",12161
Thor Ragnarok.txt,12375
Darkest Hour.txt,11629
Lady Bird.txt,522
Spider-Man Homecoming.txt,14796
Star Wars Episode VIII - The Last Jedi.txt,9747
Get Out.txt,9724
Phantom Thread.txt,8371
Beauty and the Beast.txt,7918
The Shape of Water.txt,8765
The Fate of the Furious.txt,11533
Despicable Me 3.txt,9078
Wonder Woman.txt,10448
Guardians of the Galaxy Vol. 2.txt,12019
Dunkirk.txt,4801
Wolf Warrior 2.txt,5897
Jumanji Welcome to the Jungle.txt,15358
The Post.txt,14437
Call Me by Your Name.txt,7643
Winter's Bone.txt,7456
Iron Man 2.txt,14882
How to Train Your Dragon.txt,7778
The Social Network.txt,20797
Black Swan.txt,6011
Toy Story 3.txt,11635
The Twilight Saga Eclipse.txt,11508
The Kids Are All Right.txt,13760
The Fighter.txt,16667
Tangled.txt,6084
Shrek Forever After.txt,9181
True Grit.txt,13738
The King's Speech.txt,10472
Inception.txt,16189
Harry Potter and the Deathly Hallows Part 1.txt,12019
127 Hours.txt,2887
Despicable Me.txt,7198
Alice in Wonderland.txt,7708
Aladdin.txt,11313
Avengers Endgame.txt,15729
1917.txt,6739
Frozen II.txt,7293
Parasite.txt,11548
Once Upon a Time in Hollywood.txt,14815
Toy Story 4.txt,13223
The Irishman.txt,23134
The Lion King.txt,10627
Marriage Story.txt,22687
Captain Marvel.txt,9416
Joker.txt,7544
Spider-Man Far from Home.txt,15902
Little Women.txt,13026
Star Wars Episode IX - The Rise of Skywalker.txt,8357
Jojo Rabbit.txt,11676
Ford v Ferrari.txt,12983
Jumanji The Next Level.txt,13313
Shang-Chi and the Legend of the Ten Rings.txt,1310
The Power of the Dog.txt,6811
Licorice Pizza.txt,15917
Sing 2.txt,12635
Detective Chinatown 3.txt,13082
Godzilla vs. Kong.txt,5869
Venom Let There Be Carnage.txt,7436
CODA.txt,9623
Don't Look Up.txt,16986
Spider-Man No Way Home.txt,15976
Dune.txt,7386
West Side Story.txt,10338
King Richard.txt,21506
Nightmare Alley.txt,14180
F9 The Fast Saga.txt,10182
The Battle at Lake Changjin.txt,10881
"Hi, Mom.txt",11214
No Time to Die.txt,11124
Belfast.txt,12697
Drive My Car.txt,10313
Minari.txt,5957
"My People, My Homeland.txt",18117
Mank.txt,16353
Dolittle.txt,10890
Promising Young Woman.txt,14223
Judas and the Black Messiah.txt,13545
The Eight Hundred.txt,12235
Bad Boys for Life.txt,13090
The Father.txt,10113
Sonic the Hedgehog.txt,11179
The Trial of the Chicago 7.txt,20804
Tenet.txt,13039
Sound of Metal.txt,7273
The Croods A New Age.txt,11361
Jiang Ziya.txt,6801
Nomadland.txt,10435
Demon Slayer Kimetsu no Yaiba - The Movie Mugen Train.txt,7336
The Favourite.txt,11769
Black Panther.txt,9435
Mission Impossible - Fallout.txt,10620
Green Book.txt,15286
Roma.txt,8213
Aquaman.txt,7837
Venom.txt,10323
A Star Is Born.txt,14866
Fantastic Beasts The Crimes of Grindelwald.txt,9219
Vice.txt,14815
Jurassic World Fallen Kingdom.txt,8621
Bohemian Rhapsody.txt,11422
Avengers Infinity War.txt,11663
BlacKkKlansman.txt,19950
Deadpool 2.txt,12554
Incredibles 2.txt,13939
War Horse.txt,11507
Fast Five.txt,9705
The Help.txt,15363
Cars 2.txt,13107
Transformers Dark of the Moon.txt,16456
Kung Fu Panda 2.txt,7202
Extremely Loud & Incredibly Close.txt,4681
The Descendants.txt,12401
Pirates of the Caribbean On Stranger Tides.txt,11057
The Smurfs.txt,14538
The Hangover Part II.txt,15439
Moneyball.txt,16622
The Tree of Life.txt,3422
The Twilight Saga Breaking Dawn - Part 1.txt,8257
Harry Potter and the Deathly Hallows Part 2.txt,7409
Mission Impossible - Ghost Protocol.txt,9029
Midnight in Paris.txt,14152
The Artist.txt,1215
Hugo.txt,7247
Hacksaw Ridge.txt,13985
Arrival.txt,9238
Hell or High Water.txt,9307
La La Land.txt,9432
Moonlight.txt,7632
The Secret Life of Pets.txt,9505
Manchester by the Sea.txt,15559
Lion.txt,2978
Batman v Superman Dawn of Justice.txt,708
Fantastic Beasts and Where to Find Them.txt,9206
Rogue One A Star Wars Story.txt,11072
The Jungle Book.txt,7881
Zootopia.txt,13392
Suicide Squad.txt,10445
Deadpool.txt,10977
Fences.txt,25265
Hidden Figures.txt,13530
Finding Dory.txt,16833
Captain America Civil War.txt,11842
Midnight Express.txt,5972
Hooper.txt,13448
Jaws 2.txt,9519
Halloween.txt,5978
An Unmarried Woman.txt,14731
Heaven Can Wait.txt,13047
Coming Home.txt,12158
Grease.txt,10708
The Deer Hunter.txt,12809
National Lampoon's Animal House.txt,94
Every Which Way but Loose.txt,9307
Revenge of the Pink Panther.txt,9266
Superman.txt,8936
Nicholas and Alexandra.txt,17758
Carnal Knowledge.txt,8253
A Clockwork Orange.txt,12875
Diamonds Are Forever.txt,9565
The French Connection.txt,8869
Billy Jack.txt,12876
Summer of '42.txt,7900
Fiddler on the Roof.txt,12294
Dirty Harry.txt,7305
Sweet Sweetback's Baadasssss Song.txt,5967
The Last Picture Show.txt,15092
A Room with a View.txt,13674
Rambo First Blood Part II.txt,3671
The Goonies.txt,12557
Prizzi's Honor.txt,11973
Witness.txt,6090
Out of Africa.txt,11444
Rocky IV.txt,8305
The Jewel of the Nile.txt,7688
Spies Like Us.txt,8340
Back to the Future.txt,12432
Kiss of the Spider Woman.txt,9271
The Color Purple.txt,10289
Cocoon.txt,9850
48 Hrs.txt,11904
Poltergeist.txt,8384
Annie.txt,9321
The Best Little Whorehouse in Texas.txt,13252
Rocky III.txt,11424
Tootsie.txt,17843
E.T. The Extra-Terrestrial.txt,6252
The Verdict.txt,14763
Gandhi.txt,15587
An Officer and a Gentleman.txt,12588
Missing.txt,14592
Star Trek II.txt,8890
All the President's Men.txt,22506
Bound for Glory.txt,14656
Silent Movie.txt,4
The Omen.txt,8191
The Bad News Bears.txt,11752
A Star Is Born.txt,11798
Midway.txt,14373
Network.txt,17856
King Kong.txt,6034
Silver Streak.txt,13892
The Enforcer.txt,8106
Rocky.txt,11344
Taxi Driver.txt,10718
Saturday Night Fever.txt,17288
Smokey and the Bandit.txt,12374
"Oh, God!.txt",10575
The Spy Who Loved Me.txt,6061
The Goodbye Girl.txt,15225
Star Wars Episode IV - A New Hope.txt,12250
The Turning Point.txt,11112
Close Encounters of the Third Kind.txt,83
Annie Hall.txt,17179
A Bridge Too Far.txt,13617
Julia.txt,9368
The Deep.txt,8007
Octopussy.txt,6509
Terms of Endearment.txt,13295
Return of the Jedi.txt,7406
The Big Chill.txt,10240
WarGames.txt,11742
Trading Places.txt,11503
Flashdance.txt,4076
The Dresser.txt,11949
The Right Stuff.txt,12622
Risky Business.txt,7152
Mr. Mom.txt,11778
Sudden Impact.txt,6465
Staying Alive.txt,7503
Tender Mercies.txt,9254
Footloose.txt,10176
Romancing the Stone.txt,6613
Indiana Jones and the Temple of Doom.txt,6004
The Karate Kid.txt,10796
Amadeus.txt,11379
A Soldiers Story.txt,11474
Ghostbusters.txt,11477
Police Academy.txt,9129
Star Trek III.txt,7181
A Passage to India.txt,13188
Gremlins.txt,6906
Beverly Hills Cop.txt,10901
Places in the Heart.txt,9110
Splash.txt,9825
The Killing Fields.txt,7638
The Owl and The Pussycat.txt,11464
Catch-22.txt,13093
Ryan's Daughter.txt,10192
Love Story.txt,8079
Tora!Tora!Tora!.txt,10325
Woodstock.txt,17489
Patton.txt,13898
Airport.txt,18189
Little Big Man.txt,12079
Five Easy Pieces.txt,9004
Kramer vs. Kramer.txt,12707
The Electric Horseman.txt,27866
Breaking Away.txt,7440
Apocalypse Now.txt,10855
All That Jazz.txt,12597
Norma Rae.txt,10134
The Amityville Horror.txt,6937
Moonraker.txt,6422
Star Trek The Motion Picture.txt,8190
Alien.txt,8888
Tess.txt,11347
The Muppet Movie.txt,12604
Rocky II.txt,17497
The Jerk.txt,11794
Tom Jones.txt,11532
Son of Flubber.txt,16369
Come Blow Your Horn.txt,18684
It's A Mad Mad Mad Mad World.txt,18719
"Move Over, Darling.txt",15814
Cleopatra.txt,11383
Lilies of the Field.txt,7529
Irma La Douce.txt,15212
Bye Bye Birdie.txt,13598
The Great Escape.txt,12476
Charade.txt,14628
How the West Was Won.txt,13457
Titanic.txt,15992
Life Is Beautiful.txt,11965
The Full Monty.txt,9131
My Best Friend's Wedding.txt,10467
Tomorrow Never Dies.txt,8328
Men in Black.txt,10259
The Lost World Jurassic Park.txt,8875
As Good as It Gets.txt,15577
L.A. Confidential.txt,12606
Good Will Hunting.txt,20237
The Fifth Element.txt,9663
Air Force One.txt,8314
Liar Liar.txt,10595
Total Recall.txt,9133
Kindergarten Cop.txt,11849
Teenage Mutant Ninja Turtles.txt,7297
Presumed Innocent.txt,15508
Pretty Woman.txt,17170
Goodfellas.txt,16288
Ghost.txt,13519
Back to the Future Part III.txt,11282
Dances With Wolves.txt,10414
Home Alone.txt,8237
Die Hard 2.txt,13064
Awakenings.txt,10323
The Godfather Part III.txt,11477
Goldfinger.txt,7546
The Unsinkable Molly Brown.txt,10789
A Hard Days Night.txt,8839
Dr Strangelove.txt,10582
Mary Poppins.txt,9960
The Carpetbaggers.txt,20782
Becket.txt,15362
What A Way to Go!.txt,15622
Zorba the Greek.txt,8225
My Fair Lady.txt,23033
From Russia With Love.txt,8441
The Pink Panther.txt,12437
A Shot In The Dark.txt,10581
The Matrix.txt,8911
Austin Powers The Spy Who Shagged Me.txt,10890
The Mummy.txt,9578
The Cider House Rules.txt,13889
The Sixth Sense.txt,7192
Toy Story 2.txt,13711
Star Wars Episode I - The Phantom Menace.txt,13724
American Beauty.txt,8901
The World Is Not Enough.txt,8890
Tarzan.txt,8844
The Insider.txt,15822
Notting Hill.txt,15034
The Green Mile.txt,14137
Las nieves del Kilimanjaro.txt,10916
Ivanhoe.txt,11005
The greatest show on earth.txt,19671
The quiet man.txt,11962
Moulin Rouge.txt,12393
High Noon.txt,8506
Sailor Beware 1952 Dean Martin Jerry Lewis.txt,14866
Jumping Jacks.txt,12550
Hans Christian Andersen.txt,10856
Oklahoma.txt,16513
Marty.txt,14044
Not as a Stranger.txt,14625
The Sea Chase.txt,11157
I'll Cry Tomorrow.txt,12389
Lady and the Tramp.txt,6228
The Rose Tattoo.txt,16936
The Seven Year Itch.txt,12375
Mister Roberts.txt,16037
Guys and Dolls.txt,18335
Battle Cry.txt,16735
Picnic.txt,12170
Love Is a Many-Splendored Thing.txt,11196
Strategic Air Command.txt,14813
The Glenn Miller Story.txt,12247
Seven Brides For Seven Brothers.txt,8977
On the Waterfront.txt,13109
The Country Girl.txt,11775
A Star Is Born.txt,19670
Rear Window.txt,12038
White Christmas.txt,16050
Three Coins in the Fountain.txt,12700
Magnificent Obsession.txt,13707
There's No Business Like Show Business.txt,12536
20000 Leagues Under The Sea.txt,10634
The Caine Mutiny.txt,15504
Dr. Dolittle.txt,13918
A Bug's Life.txt,12827
There's Something About Mary.txt,18919
Deep Impact.txt,13057
Godzilla.txt,9870
Mulan.txt,7853
Elizabeth.txt,7449
The Thin Red Line.txt,10884
Armageddon.txt,23184
Lethal Weapon 4.txt,12976
Saving Private Ryan.txt,13319
Shakespeare in Love.txt,13148
Julius Caesar.txt,16784
From Here To Eternity.txt,13863
Roman Holiday.txt,8706
Shane.txt,10997
Peter Pan.txt,10118
Mogambo.txt,12078
Salome.txt,10762
The Robe.txt,13081
House of Wax.txt,9019
Knights Of The Round Table.txt,10426
Gentlemen Prefer Blondes.txt,13080
How To Marry A Millionaire.txt,10988
Whats New Pussycat.txt,12814
Von Ryans Express.txt,6591
The Sound of Music.txt,13284
A Thousand Clowns.txt,16898
Shenandoah.txt,9609
The Great Race.txt,11098
Those Magnificent Men in Their Flying Machines.txt,11101
Darling.txt,14434
That Darn Cat.txt,16707
Cat Ballou.txt,8911
Doctor Zhivago.txt,13159
Thunderball.txt,9632
Ship of Fools.txt,14251
Bugsy.txt,13076
Hook.txt,11516
Cape Fear.txt,14161
The Prince of Tides.txt,17367
The Addams Family.txt,8378
Terminator 2.txt,7831
The Silence of the Lambs.txt,10852
